"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4CEPTI9J","journalArticle","2010","Fuggle, Sophie","On the persistence of Cynic motifs","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/1f8e4960-d366-356f-b38d-1ed29345b03a","","2010","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Institutionalism (Religion); Power (Social sciences); Cynics; Christianity; Paul; the Apostle; Literary; Style; Saint – Literary activity; Saint – Theology – Church; Truth (Religion)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKI6XD2H","journalArticle","2010","Mayes, Christopher","The violence of care: an analysis of Foucault's pastor","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/63a28dd1-0bb6-3234-ac68-f1e34c616242","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Violence in the Bible; Bible. John 5-12; Criticism; Bible. John; Power (Social sciences); Christianity; Foucault; Sovereignty; etc.; interpretation; Jesus Christ – Person and offices; 1949-; Slavoj; Žižek; 1926-1984; Michel; David; Paul; 1942-; Agamben; Giorgio; the Apostle; Clergy – Office; King of Israel; Mika; Monarchy; Ojakangas; Sacrifice (Christianity); Saint – Theology – Ministry; Shepherds; Shepherds – Religious aspects – Judaism; Violence and religion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLP6JXRE","journalArticle","2010","Charles, Ronald","The report of 1 Corinthians 5 in critical dialogue with Foucault","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/e78f8adb-3b74-3bd0-bfc7-f6804e9ce1b2","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Criticism; Sexual ethics; Bible. Corinthians I; Sex in the Bible; Power (Social sciences); Christianity; Foucault; etc.; interpretation; 1926-1984; Michel; Paul; the Apostle; Church (Authority); Community and religion; Pride and vanity; Saint – Ethics; Social status and religion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AS7GMIUA","journalArticle","2010","De Boever, Arne","Bio-paulitics","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/4bd2b051-ab46-306a-be5a-26a287c0f9b4","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Law and gospel; Bible. Epistles of Paul; Power (Social sciences); Foucault; Political science – Philosophy; 1926-1984; Michel; Paul; the Apostle; Saint – Political and social views; Faith – Biblical teaching; Good works (Theology); Life – Biblical teaching; Saint – Theology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIEXKC8X","journalArticle","2010","Ojakangas, Mika","On the Pauline roots of biopolitics: Apostle Paul in company with Foucault and Agamben","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/98980986-ffdc-3127-b389-ec618107912e","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Bible. Epistles of Paul; Fathers of the church; Life; Power (Social sciences); Christianity; Foucault; Sovereignty; Political science – Philosophy; 1926-1984; Michel; John; Paul; 1937-; Alain; Badiou; 1942-; Agamben; Giorgio; the Apostle; Shepherds; Church (Authority); Church polity; Milbank; Saint – Theology – Law and gospel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJ6MKHDS","journalArticle","2010","Glowacki, David R","All things to all people: unravelling the structure of the apostolic panopticon","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/89726ad3-55c1-3d62-80f3-33f93c89664c","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Bible. Epistles of Paul; Power (Social sciences); Foucault; 1926-1984; Michel; Paul; the Apostle; Jesus Christ – Mystical body; Saint – Theology – Church; Church (Authority); (Biblical leader); 1748-1832; Autonomy; Bentham; Jeremy; Legitimation (Religion); Moses; Prisons and prisoners; Subject (Philosophy)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WWNVSWB","journalArticle","2010","Ruin, Hans","Faith, grace, and the destruction of tradition: a hermeneutic-genealogical reading of the pauline letters","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/1182bff4-af18-339b-a111-d446477ed516","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Experience (Religion); Criticism; Hermeneutics; Bible. Epistles of Paul; Faith; Life; Foucault; etc.; interpretation; Self (Philosophy); 1844-1900; Friedrich Wilhelm; Nietzsche; 1926-1984; Michel; 1889-1976; Heidegger; Martin; Phenomenology; Paul; the Apostle; Saint – Literary activity; Saint – Ethics; Bible. New Testament – Criticism; Grace (Theology) – History of doctrines; interpretation – History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URYCKPZ2","journalArticle","2010","Blanton, Ward","'Reappearance of Paul, 'sick”: Foucault's biopolitics and the significance of Pasolini's apostle","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/c6020d6f-3640-3aea-9ede-c6ba0c7d5a6d","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Life; Power (Social sciences); Foucault; Saint; Antonio; Body; Human (Philosophy); 1926-1984; Michel; Paul; the Apostle; Subject (Philosophy); 1922-1975; 1933-2023; 1960-; Christian saints in art; Hardt; Michael; Negri; Pasolini; Pier Paolo; Sex and society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EP3GL42E","journalArticle","2010","Nicolet, Valérie","Becoming a subject: the case of Michel Foucault and Paul","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/1acc138b-5c47-3734-9c8c-26d669f2cea0","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Criticism; Bible. Romans; Power (Social sciences); Bible. Romans 12-16; Bible. Romans 5-8; 1956-; Foucault; Butler; etc.; interpretation; Self (Philosophy); Knowledge; Theory of; 1926-1984; Michel; Paul; Judith; the Apostle; Saint – Theology – Anthropology; Autonomy; Subject (Philosophy); Obedience; Saint – Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7V8CNPL","journalArticle","2010","Chrulew, Matthew","The pauline ellipsis in Foucault's genealogy of Christianity","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/f80d5d1c-1ee5-3a77-948d-58c921dc4525","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","1","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Authority (Religion); Criticism; Bible. Epistles of Paul; Power (Social sciences); Historiography; Church history; Christianity; Foucault; 0030-600; Desire and religion; etc.; interpretation; Self (Philosophy); Human body in religion; 1844-1900; Friedrich Wilhelm; Nietzsche; 1949-; Psychoanalysis and religion; Slavoj; Žižek; 1926-1984; Michel; Paul; 1937-; Alain; Badiou; the Apostle; Saint – Theology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CY3CTTP7","journalArticle","2010","Hanson, Jeffrey","A tale of two doublets: Derrida and Kierkegaard","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/08a41d60-2586-3d27-a35b-5032c3eb825d","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","3","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Theology; Philosophical theology; Metaphysics; Psychology and religion; Foundationalism (Theory of knowledge); Ambiguity; Messianism; Doctrinal; Jacques; 1930-2004; Derrida; 1813-1855; Kierkegaard; Søren; Caputo; 1940-; Theology – Methodology; John D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2RBFTU4","journalArticle","2010","Barber, Daniel Colucciello; Smith, Anthony Paul","Too poor for measure: working with Negri on poverty and fabulation","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/31115234-1d00-3fa5-be1d-e475f378f8bc","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","3","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Piety; Apocalypticism; Ontology; Dystopias; Power (Social sciences); Poverty; Future; Philip; Antonio; The; Imagination; History – Philosophy; Subject (Philosophy); 1933-2023; Negri; Goodchild; 1859-1941; Bergson; Bull; Henri; Malcolm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBCJP5GX","journalArticle","2010","Jaarsma, Ada S","Queering Kierkegaard: sin, sex, and critical theory","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/89eddf60-f96a-3749-86b0-91c00b258e29","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","3","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Essentialism (Philosophy); Existentialism; Individual and society; New Right (Christianity); Christianity; Desire and religion; Heterosexism; Gender identity; 1813-1855; Kierkegaard; Søren; Christian ethics; Queer theory; Sin – Christianity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WI4TT7A6","journalArticle","2010","Metcalf, Robert D","Following the words: Heidegger's account of religion as Nachfolge","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/c8ac3e9d-7c2f-3268-9770-90ad24519ad8","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","3","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Experience (Religion); Hermeneutics; Discipleship; Self (Philosophy); Tradition (Philosophy); Religion – Philosophy; The; Holy; 1889-1976; Heidegger; Martin; 1906-1945; Bonhoeffer; Dietrich; Religion – Essence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCZBBBRY","journalArticle","2010","York, Jonathan David","Open spaces, liminal places: the deployment of the sacred in the Open city","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/365c1549-90c5-3dbc-bf1c-7e81f226289d","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","3","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Sacred space; Millennialism; Plato; Realism; Christianity; Human body in religion; 1907-1986; Éliade; Mircéa; Time in religion; Motion pictures and religion; 1906-1977; Gesture in worship; Politics in motion pictures; Roberto (Roberto Gastone Zeffiro); Rossellini; Utopias in film","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FG6W5HBB","journalArticle","2010","Grimshaw, Mike","Regionalism or provincialism?: theology and the seemingly continual crisis in religious studies","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/dbf4c857-0356-3d23-aa16-3078ad7bfb8b","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","3","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Modernity; Enlightenment; Postmodernism; Social sciences; New Zealand; Methodology; Education; Religion (Study and teaching); Humanities; Robbins; 1899-1979; 1925-; 1927-2012; 1961-; 1972-; Allen; F W R. (Francis William Rutherford); Gabriel; Jeffrey W; McCutcheon; Nichol; Russell T; Study and teaching; Tate; Theology (Study and teaching); Universities and colleges – Curricula; Vahanian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFWP8HEF","journalArticle","2010","Stern, Stephen J; Gimbel, Steven","Einstein's Jewish science","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/261eb356-1920-3aed-962e-1630e79bf0f3","","2010","2026-02-05 01:19:36","2026-02-05 02:12:45","","null-null","","3","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","1900; Religion and science; Science – Philosophy; 1879-1955; Albert; Einstein; General relativity (Physics); Jews – Identity; Judaism – History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
